scenario_id,scenario_family,condition,scenario_stratum,repetition,fp_count,evaluated_assets,log_evaluated_assets_offset
EVAL-047,EVAL-CLN-04,qwen_autonomous_team,clean_control,5,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_autonomous_team,clean_control,5,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_autonomous_team,recent_kev_0_30,5,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_autonomous_team,recent_kev_0_30,5,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_autonomous_team,recent_kev_31_60,5,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_autonomous_team,recent_kev_31_60,5,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_autonomous_team,recent_kev_61_90,5,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_autonomous_team,recent_kev_61_90,5,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_autonomous_team,other_cve,5,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_autonomous_team,other_cve,5,0,1,0.0
EVAL-057,EVAL-MIS-07,qwen_autonomous_team,synthetic_misconfiguration,5,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_autonomous_team,synthetic_misconfiguration,5,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_autonomous_team,clean_control,5,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_autonomous_team,clean_control,5,0,1,0.0
EVAL-001,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-002,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-003,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-004,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-005,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-006,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-007,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-008,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,1,1,1,0.0
EVAL-009,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-010,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-011,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-012,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-013,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-014,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-015,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-016,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-017,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-018,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-019,EVAL-CVE-01,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-020,EVAL-CVE-01,qwen_single_rag,other_cve,1,1,1,0.0
EVAL-021,EVAL-CVE-02,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-022,EVAL-CVE-02,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-023,EVAL-CVE-03,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-024,EVAL-CVE-03,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-025,EVAL-CVE-04,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-026,EVAL-CVE-04,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-027,EVAL-CVE-05,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-028,EVAL-CVE-05,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-029,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-030,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-031,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-032,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-033,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-034,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-035,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-036,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-037,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-038,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-039,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-040,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-041,EVAL-CLN-01,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-042,EVAL-CLN-01,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-043,EVAL-CLN-02,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-044,EVAL-CLN-02,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-045,EVAL-CLN-03,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-046,EVAL-CLN-03,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-047,EVAL-CLN-04,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,1,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,1,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,1,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_single_rag,other_cve,1,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_single_rag,other_cve,1,1,1,0.0
EVAL-057,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,1,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_single_rag,clean_control,1,0,1,0.0
EVAL-001,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-002,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-003,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-004,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-005,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-006,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-007,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-008,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,2,1,1,0.0
EVAL-009,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-010,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-011,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-012,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-013,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-014,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-015,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-016,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-017,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-018,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-019,EVAL-CVE-01,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-020,EVAL-CVE-01,qwen_single_rag,other_cve,2,1,1,0.0
EVAL-021,EVAL-CVE-02,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-022,EVAL-CVE-02,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-023,EVAL-CVE-03,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-024,EVAL-CVE-03,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-025,EVAL-CVE-04,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-026,EVAL-CVE-04,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-027,EVAL-CVE-05,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-028,EVAL-CVE-05,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-029,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-030,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-031,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-032,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-033,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-034,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-035,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-036,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-037,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-038,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-039,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-040,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-041,EVAL-CLN-01,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-042,EVAL-CLN-01,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-043,EVAL-CLN-02,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-044,EVAL-CLN-02,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-045,EVAL-CLN-03,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-046,EVAL-CLN-03,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-047,EVAL-CLN-04,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,2,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,2,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,2,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_single_rag,other_cve,2,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_single_rag,other_cve,2,1,1,0.0
EVAL-057,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,2,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_single_rag,clean_control,2,0,1,0.0
EVAL-001,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-002,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-003,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-004,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-005,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-006,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-007,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-008,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,3,1,1,0.0
EVAL-009,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-010,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-011,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-012,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-013,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-014,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-015,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-016,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-017,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-018,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-019,EVAL-CVE-01,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-020,EVAL-CVE-01,qwen_single_rag,other_cve,3,1,1,0.0
EVAL-021,EVAL-CVE-02,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-022,EVAL-CVE-02,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-023,EVAL-CVE-03,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-024,EVAL-CVE-03,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-025,EVAL-CVE-04,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-026,EVAL-CVE-04,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-027,EVAL-CVE-05,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-028,EVAL-CVE-05,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-029,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-030,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-031,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-032,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-033,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-034,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-035,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-036,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-037,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-038,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-039,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-040,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-041,EVAL-CLN-01,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-042,EVAL-CLN-01,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-043,EVAL-CLN-02,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-044,EVAL-CLN-02,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-045,EVAL-CLN-03,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-046,EVAL-CLN-03,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-047,EVAL-CLN-04,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,3,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,3,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,3,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_single_rag,other_cve,3,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_single_rag,other_cve,3,1,1,0.0
EVAL-057,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,3,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_single_rag,clean_control,3,0,1,0.0
EVAL-001,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-002,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-003,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-004,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-005,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-006,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-007,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-008,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,4,1,1,0.0
EVAL-009,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-010,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-011,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-012,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-013,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-014,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-015,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-016,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-017,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-018,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-019,EVAL-CVE-01,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-020,EVAL-CVE-01,qwen_single_rag,other_cve,4,1,1,0.0
EVAL-021,EVAL-CVE-02,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-022,EVAL-CVE-02,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-023,EVAL-CVE-03,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-024,EVAL-CVE-03,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-025,EVAL-CVE-04,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-026,EVAL-CVE-04,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-027,EVAL-CVE-05,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-028,EVAL-CVE-05,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-029,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-030,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-031,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-032,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-033,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-034,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-035,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-036,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-037,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-038,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-039,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-040,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-041,EVAL-CLN-01,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-042,EVAL-CLN-01,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-043,EVAL-CLN-02,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-044,EVAL-CLN-02,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-045,EVAL-CLN-03,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-046,EVAL-CLN-03,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-047,EVAL-CLN-04,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,4,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,4,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,4,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_single_rag,other_cve,4,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_single_rag,other_cve,4,1,1,0.0
EVAL-057,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,4,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_single_rag,clean_control,4,0,1,0.0
EVAL-001,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-002,EVAL-KEV-A-01,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-003,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-004,EVAL-KEV-A-02,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-005,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-006,EVAL-KEV-A-03,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-007,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-008,EVAL-KEV-B-01,qwen_single_rag,recent_kev_31_60,5,1,1,0.0
EVAL-009,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-010,EVAL-KEV-B-02,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-011,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-012,EVAL-KEV-B-03,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-013,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-014,EVAL-KEV-C-01,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-015,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-016,EVAL-KEV-C-02,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-017,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-018,EVAL-KEV-C-03,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-019,EVAL-CVE-01,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-020,EVAL-CVE-01,qwen_single_rag,other_cve,5,1,1,0.0
EVAL-021,EVAL-CVE-02,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-022,EVAL-CVE-02,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-023,EVAL-CVE-03,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-024,EVAL-CVE-03,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-025,EVAL-CVE-04,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-026,EVAL-CVE-04,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-027,EVAL-CVE-05,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-028,EVAL-CVE-05,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-029,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-030,EVAL-MIS-01,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-031,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-032,EVAL-MIS-02,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-033,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-034,EVAL-MIS-03,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-035,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-036,EVAL-MIS-04,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-037,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-038,EVAL-MIS-05,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-039,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-040,EVAL-MIS-06,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-041,EVAL-CLN-01,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-042,EVAL-CLN-01,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-043,EVAL-CLN-02,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-044,EVAL-CLN-02,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-045,EVAL-CLN-03,qwen_single_rag,clean_control,5,0,1,0.0
